UCACCSD,bname,wname,nut_length,nut_height,nut_width,nut_vol,nut_va3d,nut_ratio_feret,nut_area,nut_sphericity,nut_cnvx_area,nut_cnvx_vol,nut_ratio_cnvx_area,nut_inv_ratio_cnvx_vol,krumbein,sneed,air_vol,meat_vol,shell_vol,vein_vol,air_ratio_vol,meat_ratio_vol,shell_ratio_vol,vein_ratio_vol,shell_rugosity,shell_thickness,shell_prot_ratio,shell_prot_vol,meat_length,meat_height,meat_width,meat_area,meat_cnvx_vol,meat_cnvx_area,meat_ratio_cnvx_area,meat_inv_ratio_cnvx_vol,meat_cavity_area,meat_cavity_vol,meat_arc_height,meat_cavity_height,meat_sphericity,meat_ratio_cavity_area,meat_ratio_cavity_vol,rho_mvs,rho_vvs,rho_vvm,meat_ratio_feret,nut_vol_sa,meat_ratio_vol_sa,vein_ratio_vol_sa,shell_ratio_vol_sa
06-004-4,2008SB_R5_T2,002,39.25245249718932,35.37183441286191,33.67503541377903,21828.833853011554,4.371529135061868,1.1656246835342048,6176.118314519999,0.6115831915039318,3986.4865874623792,22854.927219358706,0.6454679759113722,0.95510406327271,0.917791469954078,0.934753817388609,9052.31020431068,7114.32893001293,2911.1397353524526,2751.054983335493,0.414695089314714,0.325914291982731,0.1333621280438132,0.1260284906587418,1.6351005290726193,0.777038112531397,0.0597982218736308,174.08097979974897,32.586873964516826,30.06524402259111,24.823483757200712,6318.732926879999,12698.369007173733,2774.325127102364,0.43906352099490337,0.5602553309006698,240.58277111170796,411.5286952750144,12.688982955152197,17.318314088293633,0.2831023138247188,0.0380745275826209,0.0324079962586162,0.8664883027851485,0.5781223918414845,0.6672016113584325,1.3127437825911175,12776.523648700877,0.5568282206980706,0.21532108881708378,0.22785069048484552
06-004-4,2008SB_R5_T2,003,33.18495184778071,37.54160945252073,32.46691445018759,20301.71816347478,4.032546214349503,1.1563035813002496,5728.388161319999,0.628261165411136,3761.133709514306,21143.13791392215,0.6565780117539421,0.960203648395382,0.9143633523386112,0.9458217962992552,7653.6183216564705,7772.118842393134,2317.3568769066205,2558.624122518552,0.3769936248758613,0.3828305949186166,0.114145850033315,0.1260299301722069,1.5916947522064284,0.6801053647534132,0.0295632048837157,68.50849614067799,27.517377816505185,32.502869687762406,25.71493881081101,6489.022470479998,12852.327877155649,2756.465761650599,0.42478906093951324,0.6047246006077759,171.27397459475696,287.8828272098292,11.293418323090217,12.089204511414769,0.2924137575642692,0.0263944184773469,0.0223992750544067,0.8982207954057172,0.5926761276053595,0.6598334514596199,1.26396838533785,12648.099841818306,0.6144890489159679,0.20229316296658212,0.1832177881174501
06-004-4,2008SB_R5_T2,004,37.9028162838604,36.682733069070345,32.679838285332416,22794.41747338806,4.153730888020804,1.1598226390511914,6249.557120399999,0.6220909470273586,4078.833379478122,23728.40806742796,0.6526595886553092,0.9606382951866884,0.9414549455177506,0.915817371670996,8545.535260976536,8768.055169430863,2649.2742924703107,2831.5523132648727,0.3748959705135367,0.3846580058326719,0.1162246982430358,0.1242213062286256,1.6074820004670822,0.6627756286879122,0.0317867162765396,84.211730273484,32.671225915547026,31.87151803454053,24.450480063315258,7514.677082879999,14469.195780178805,2997.178704368967,0.3988433130675921,0.6059808231665595,222.422559852228,330.25568878527747,12.460197271094511,16.730954384304944,0.2736377331223525,0.0295984188540786,0.0228247439458723,0.8709107909404782,0.5849484538583983,0.6716514021220529,1.3362202227090796,14248.881775166046,0.615350404879662,0.198721019511854,0.18592857560848405
06-004-4,2008SB_R5_T2,005,36.82190740181419,35.99599119521281,34.080451054647405,22181.889464012023,4.100973877419637,1.0804407295775196,6110.998118279999,0.6247472201225505,3996.938157711245,23148.289858943222,0.6540565191396626,0.9582517585177966,0.9671985482005112,0.9569371533952042,8834.831298983743,8040.629979310598,2660.4581573321725,2645.970028385508,0.3982902950317828,0.3624862522354439,0.1199383019939987,0.1192851507387744,1.6006473783170094,0.6692302840643564,0.0428801494661839,114.08084343493198,31.43353027573068,30.828223288806186,24.679102358174696,7120.937240999999,13327.401430148606,2824.9368022248823,0.3967085661083813,0.6033156592043121,244.21981977326823,301.1508889858246,11.390328288102609,17.513472381456054,0.2725672573270925,0.0342960219291263,0.0225963696347118,0.8565589906776713,0.5866490384567838,0.6848904101662086,1.273690178010816,13347.058165028278,0.602427132623016,0.1982436875354624,0.1993291798415217
06-004-4,2008SB_R5_T2,006,38.54958295611776,36.070876404302986,33.23877943102828,23177.359250123656,4.113620919849813,1.1597773328623453,6298.950305339999,0.6241063155238138,4109.8853474175085,24087.8283693691,0.6524714671797477,0.9622021086631776,0.9309380853139594,0.9261995924818378,9917.63605982536,7952.631703188974,2525.551748977949,2781.538426394937,0.427901899987698,0.3431206988408977,0.1089663288092009,0.1200110157666083,1.6022911083037157,0.6362952371124664,0.0264682611819496,66.846963320478,32.33864885504788,30.529852055949316,25.4925248264974,7057.925501219999,13660.31831600304,2880.488169569157,0.40812107878883813,0.5821703066664617,256.31116687340057,326.7481207839219,11.0708887972236,16.36624597106433,0.2729905633055377,0.0363153687055914,0.0239195100161858,0.8820583841083394,0.6056580617191688,0.6866416924673532,1.2685541771615532,13259.721878561859,0.5997585602490413,0.20977351198384417,0.19046792776711458
06-004-4,2008SB_R5_T2,007,36.10512964529055,34.42914279549112,33.052828360758326,20824.10364490018,4.039689288669191,1.0923461451231218,5829.674722739999,0.6278906448444397,3813.65523909448,21577.413475880297,0.6541797648191987,0.965088038386891,0.9557236658645538,0.9578717815848338,8133.301972357252,7550.76987733157,2513.841877804851,2626.1899174065056,0.3905715276416758,0.3625975939272062,0.1207178911837816,0.1261129872473363,1.5926340171030111,0.6701356282486591,0.0374885920279604,94.24039257982798,30.095175768214283,28.75734811574371,24.241480601410625,6694.752517199999,12711.4725254369,2732.373805623167,0.40813664113844644,0.5940122092245206,181.57107067382185,285.71771255678914,11.387363804189189,14.60309284936964,0.2780206708941167,0.0271214014569371,0.0224771529801161,0.8623002441053813,0.5886487389037794,0.6826493937903153,1.2414743250650717,12690.801672542926,0.5949797398274668,0.206936487163642,0.1980837730088913
06-030-18,2008SB_R8_T10,001,38.424948806633694,33.27930249897962,32.536655384639744,18803.10650671401,4.79607046592412,1.18097414600192,5766.766677539999,0.592977409156635,3604.568077845528,19744.78751998704,0.6250587685269716,0.952307361508966,0.901792964082845,0.9389722712897132,6521.098749852554,5633.097781042412,5119.248643103529,1529.6613327155158,0.3468096480506596,0.2995833576239652,0.2722554723218529,0.0813515220035221,1.6864048858492853,1.3468922224862605,0.0773802350214824,396.128663136756,31.16834678138765,26.805974691758124,23.96809340681561,6328.353479579999,9923.005434307472,2336.2220483144592,0.36916743918506745,0.5676806103085186,183.77925797451087,251.8258831415465,14.351791310749071,14.759276986925109,0.2419310378120252,0.0290406119960776,0.0253779850075353,0.8155687904752194,0.6141324868706286,0.753011265319242,1.3004099346727582,12282.007756861456,0.45864632986373344,0.12454489225191674,0.41680877788434983
06-030-18,2008SB_R8_T10,002,35.788773106473656,33.11436014719994,31.118825264974205,18459.82202043276,4.196861731627894,1.1500682561676163,5448.504968279999,0.6199525436255378,3499.012651196681,19052.849172942428,0.6421968359333735,0.968874620948984,0.9300693094256932,0.9348911959286614,6262.40421118412,5738.795316908477,4362.526694153826,2096.095798186335,0.3392451023770655,0.3108803167525848,0.2363255013685962,0.1135490795017532,1.6130266909655873,1.1922006159547198,0.090159115287171,393.321547161576,29.09342976264541,27.542420205976534,22.97163634387431,6302.210923799999,10143.532086371555,2353.321812243077,0.37341209945161774,0.5657590736681251,165.05240874554616,237.7396467909438,12.377084733858156,13.701377004049403,0.2459640755141362,0.0261896040518468,0.0234375604835283,0.7984972579439203,0.6073302453107919,0.7605915227243594,1.2664935717739394,12197.417809248636,0.4704926408733053,0.17184750337870527,0.35765985574798953
06-030-18,2008SB_R8_T10,003,39.58373907322011,34.483141518107715,32.73811752949582,20801.84872451004,4.650299370887908,1.2091024793211351,6105.375567719999,0.5991097157461375,3839.6662948810967,21773.688380325755,0.6288992793796284,0.9553663284400704,0.8964834969490282,0.922559932840187,6377.676111303848,6904.761107137541,4979.766898057049,2539.644608011599,0.3065917936317492,0.3319301663318953,0.2393905928269527,0.1220874472094026,1.6691433534082978,1.2339990008195896,0.1090614147924084,543.100423238505,32.35018091879458,28.462365671874625,24.31995622848773,6817.734289079999,11536.271746320112,2576.0982706416394,0.377852547695763,0.5985262187794813,168.60545805842526,196.4834241981524,13.568294099074002,15.614574222478142,0.2572032733701961,0.0247304237609379,0.0170317957585237,0.8012877935263846,0.6121101846196754,0.7639080359952095,1.3301907542457032,14424.172613206189,0.478693738094608,0.17606865059881516,0.3452376113065768
06-030-18,2008SB_R8_T10,004,37.46375562117802,32.72981929117344,31.398436104541915,17854.184562560276,4.171531679030346,1.1931726630091215,5317.930448819999,0.6212048216972433,3417.0549946238143,18389.28893197596,0.6425535323392634,0.9709013017634835,0.9013144497532734,0.9298660073634912,5420.65419465164,6108.886011770783,4265.344513991286,2059.2998421465686,0.3036069317900185,0.3421542994789549,0.2388988698445289,0.1153398988864976,1.6097750131234012,1.1684854349112648,0.1058651358877888,451.5512765819219,30.81505758482352,27.610325410946103,23.635106419763268,6542.805392639999,10838.943620004326,2451.724675913264,0.374720709051076,0.5636052945691349,180.89631522523948,276.8105192778812,12.801049947649409,13.674675538800152,0.2469987768102414,0.0276481271212391,0.0255385145437052,0.8020508510959953,0.5979837573838506,0.7455683845565542,1.3037833228902451,12433.530367908637,0.4913235284757115,0.16562470844658017,0.34305176307770835
06-030-18,2008SB_R8_T10,005,38.34342294445152,31.311629281585965,30.095706177455607,17170.927287255716,4.401831684336395,1.2740496175223226,5275.023935939999,0.6101765634624211,3374.333888399125,17753.000784648255,0.6396812468297975,0.967212669877428,0.8622029045098333,0.9103411544871258,5964.975407267513,5360.560487754317,3725.621812078056,2119.746406145445,0.3473880768043741,0.3121881770318212,0.2169726625563907,0.1234497340000224,1.6388698941918425,1.1082321775722237,0.0849418542968012,316.46122512651897,30.86841134588069,26.012690154195816,19.969857340003237,5542.302476699999,9084.874134233443,2228.0082033446943,0.4020004705104613,0.5900533577625209,169.57754796412158,220.6508697535656,13.163106339684862,15.464630316401156,0.2672600431958155,0.0305969493143022,0.0242877189593759,0.8181467582002915,0.5939423344636108,0.7259606281031147,1.5457502184577794,11205.928705977818,0.4783682484874921,0.1891629388124398,0.3324688127000681
08-019-11,2010SB_R10_T26,001,49.24819557132483,40.40774490328913,39.0108543469507,35838.03864437279,4.869328841682354,1.2624228921860137,8909.8415703,0.5899886157647491,5549.927475689151,37599.83032254846,0.6228985590708188,0.953143626897722,0.8662099004680774,0.9144753333784672,19926.750869785184,8544.273370524143,3721.5842873249694,3645.4301167384974,0.5560223612548071,0.2384135319265231,0.1038445302281999,0.1017195765904698,1.6949479587903404,0.7714132764564787,0.0312203707250133,116.18924113466998,38.14321885480786,35.582769461476865,30.56259331275809,9001.945400579998,19827.18890822888,3724.51592231668,0.4137456690280201,0.4309372049699901,373.1969823540476,760.0688463582103,11.798052678814448,20.51165126976279,0.2245248974253587,0.0414573701291281,0.0383346751713632,0.9005264768652425,0.6450992060462696,0.7163578446820106,1.2480360702534137,15911.287774587609,0.5369944590010154,0.2291096841677845,0.2338958568312002
08-019-11,2010SB_R10_T26,002,47.18134540101751,40.709668921431856,38.6201798748497,33686.38818460664,4.684436929498541,1.2216759619947557,8439.943820219998,0.5976508405580672,5318.310980496741,35268.290805536315,0.6301358271787776,0.9551466037962532,0.8905474688764448,0.9191510712596218,18866.566566554156,8640.445950875672,2923.3554995447544,3256.0201676320557,0.5600649871741202,0.2564966568551275,0.0867815060351472,0.0966568499356048,1.6732177588275992,0.5629382921105077,0.0449965561570751,131.54092990235998,35.119835155716615,32.91750667989926,28.3278511914504,9243.76116114,17524.83866053282,3398.0440615731363,0.3676040523264741,0.49303997133705824,276.13935156960866,394.7358511913085,11.073821895946685,20.669339607643217,0.2202890182068725,0.0298730513214118,0.0225243643515122,0.9487818957946712,0.6596910418904209,0.6953031511397924,1.239763472293165,14819.821618052481,0.5830330602866689,0.2197071092722059,0.19725983044112522
08-019-11,2010SB_R10_T26,003,48.03284112425332,35.827929397536735,36.61867999585402,30128.86539693013,4.620577477420887,1.3406535608378114,7798.984577999999,0.6003915634933101,4947.742093815527,31557.91909552627,0.6344084982258478,0.9547164787934724,0.8284811172860841,0.9003281300080108,16963.40402424013,7284.131462800664,3058.999978267529,2822.3299316218045,0.5630283052732731,0.2417658735845676,0.1015305401636271,0.0936752809785321,1.6655796996573595,0.6203253900396277,0.0459559438370399,140.57923119876898,35.790919077580284,32.205688731117014,27.73777765817738,7704.864464219999,15499.27820990509,3174.168235691437,0.41196937991988086,0.4699658502900871,296.99966495416913,473.9804164420797,11.82282612172322,21.0617612310925,0.2358509543165466,0.0385470330248354,0.0305808057654693,0.9123358415003868,0.6433857104367627,0.7052070971789066,1.290331169232253,13165.461372689999,0.5532758219860511,0.21437379608103618,0.2323503819329126
08-019-11,2010SB_R10_T26,004,44.41278693707855,36.83586498385482,36.10074936753725,27037.53592519082,4.484948425334043,1.230245568725388,7184.248542899999,0.6063836957170908,4562.437827606127,28096.75318717081,0.6350612454958929,0.96230107959721,0.8768467142271013,0.9270101977134628,13829.280025734655,7771.466909383946,2744.1779864417817,2692.6110036304376,0.5114844808342887,0.2874325134837189,0.1014951212283008,0.0995878844536915,1.6491208570794942,0.6183059171273361,0.0435187182782568,119.42310869735398,33.913893759889106,31.38092492298657,26.67832853020452,8378.706409919998,15008.749851085631,3058.627474817011,0.36504769652696495,0.5177957515776578,231.90449600591455,298.75609704117613,10.693570104469538,19.31620340255296,0.2264518221430432,0.0276778400698406,0.0199054618143006,0.9059888626020516,0.6253899460893337,0.6902843643057356,1.271215088362551,13208.255899456166,0.5883794929884669,0.20385817962092198,0.20776232739061104
08-019-11,2010SB_R10_T26,005,39.74251243507968,32.272685644152645,30.118262572943344,18562.070126714996,4.343814539419544,1.3195486405906514,5531.702586299999,0.6128811183240271,3525.762346920806,19079.385819685533,0.6373738088618192,0.97288614540009,0.8505858005262298,0.8909564330501244,10030.00421271905,4869.566608248242,1891.0486563183267,1771.448025956499,0.5403494407815871,0.2623396299553809,0.101877034372189,0.0954337535556977,1.631637800711793,0.5641609601693379,0.0318600628498191,60.24892904236799,29.604303296884037,26.785207177705757,22.168468637482366,6067.769000039999,9972.22528338756,2333.5620215410377,0.3845832004358859,0.48831293616684646,198.9328699089772,265.8875212920576,8.771645421298974,16.532293976252053,0.2289717795460263,0.0327851752279405,0.0266628073209489,0.9180283294460664,0.6549418979385381,0.7134223170800479,1.3354239203888532,8532.063290523067,0.570737281526859,0.20762246664580222,0.22164025182733896
08-019-11,2010SB_R10_T26,006,51.74197307140379,41.5422930343995,38.9951530252908,38906.15606536844,5.018269852298029,1.3268821650179414,9506.36192418,0.5840929928759474,5870.377622137095,40728.98852414851,0.6175209474410436,0.9552448385085894,0.8458078421889984,0.8910374051424857,21542.51458222538,9653.29930549591,3728.0410913133614,3982.2669811864166,0.5537045229045651,0.2481175289914751,0.0958213678331436,0.1023557036705344,1.7120561489296706,0.6358785432454955,0.0512276458073863,190.97876858118295,37.15114627099447,35.25128469603085,30.29764561224311,9708.865917299998,20521.052155620637,3811.722259523932,0.3926022145111629,0.4704095692701561,358.24104147424265,693.0779071532753,11.788702069975225,21.93221159570281,0.2258219408778315,0.0368983406018514,0.0337739947200243,0.9158747669699284,0.6462771470760659,0.7056392100572911,1.2262057173175824,17363.607377995686,0.5559501027263039,0.22934560166529736,0.21470429560839888
08-019-11,2010SB_R10_T26,007,49.952360614415085,42.35939437629428,37.87509419719071,38319.59519049924,4.934138512592167,1.318870927537394,9357.6869397,0.5873940653039024,5852.9728504770665,40246.6002915377,0.6254721800582814,0.9521200526981248,0.8631053531539384,0.8784840784257946,21234.872598410293,10068.237394648288,3460.5771573181046,3555.9080401225583,0.5541517986514418,0.2627438349647429,0.0903082911005307,0.0927960752832846,1.7024346330135731,0.5793042345458349,0.0484226725773406,167.57039461743898,36.81049613132123,35.68572752215079,29.1672438443401,10265.42929302,21163.039797767004,3887.524719769192,0.3787006474646435,0.475746277040533,392.9773628037049,760.9406121130951,11.422676477186766,22.566088534498054,0.2196557820933464,0.0382816296899449,0.0359561111912375,0.91679393969447,0.6429582650386791,0.7013116439807084,1.2620491784472911,17084.72259208895,0.589312313406269,0.208133788591283,0.20255389800244802
08-019-11,2010SB_R10_T26,008,46.29522612554523,38.12964484552576,36.90735221633632,30402.854345208507,4.293419521020177,1.2543632459511291,7656.462138599999,0.6152697421622955,4926.34873572885,31499.594556711305,0.6434236396066924,0.9651824022836788,0.8691626926799635,0.9172244078261256,14784.435778682491,9358.371108473704,3043.0103483459784,3216.9855147398093,0.4862844656232917,0.3078122534882513,0.1000896269078616,0.1058119569370895,1.62530339373689,0.5927359200718143,0.0522502978302611,158.99819700164397,37.04663280557344,32.21350875383827,26.91894401661813,9907.53321096,17685.63349920765,3430.096388008251,0.34621094019788695,0.529151025825169,220.25525585082735,342.5053565785892,15.538077222758028,16.990879911717702,0.2167631381715327,0.0222310893298015,0.0193663041017973,0.8910695386573289,0.6331453357007896,0.7105453707404455,1.3762290520275642,15618.366971559492,0.5991901154272387,0.2059745119702866,0.19483537260247474
08-019-11,2010SB_R10_T26,009,47.413105433641405,38.46497009157792,35.66717712555479,30531.07046048855,4.490432746241444,1.3293203795393975,7793.661589559999,0.6061367293496323,4985.903840090739,31915.09815001653,0.6397383030807506,0.95663407698067,0.8482276885142725,0.8868657684656288,16909.062281619055,7237.369370558051,3216.0183277402616,3168.6117356616023,0.5538312946970442,0.2370493160377135,0.1053359177793073,0.1037831850593717,1.6497927803731214,0.6588127806171081,0.016196480900938,52.088179422312,34.316089543914075,32.658864232669,25.577821138292528,8225.745382799998,16141.170824034043,3237.769265185362,0.39361408778291684,0.4483794545920845,290.30785662295364,509.9861761784207,10.1677302352338,17.80922044535456,0.2199696113691901,0.0352925896819012,0.0315953645332255,0.8840978922950863,0.6246121023276012,0.7064965404522465,1.3416345887468692,13621.999433959914,0.5313000786444864,0.23260988601733387,0.23609003533817982
